#Time	vx	vy	vz
94.367940464	-50.8863098066291	-1.79598740493995	248.844032662226
94.376875554	-69.8369664970578	-1.56685501756253	244.205546308624
94.381625434	-86.1074022470436	-1.68425236668944	238.953304524195
94.386493504	-97.3692832778564	-1.64336343085038	234.590129753816
94.394019024	-111.885956053533	-1.59457419553738	228.024109961836
94.401831934	-129.529119413177	-1.66391161301488	218.484394108984
94.407261724	-144.020302810976	-1.65752266662253	209.216194364793
94.411054794	-153.701557974883	-1.58183421586507	202.211140594742
94.416814574	-163.200706138204	-1.56255995238712	194.625522958432
94.423836964	-176.15090479193	-1.70882041835348	182.986186465346
94.431973954	-189.627859933465	-1.59764237144179	168.981404671752
94.440066294	-202.660862986799	-1.60645806026185	153.107810512586
94.447905894	-214.93429834794	-1.65824681217971	135.338451363303
94.452868904	-223.050259651054	-1.61192599567068	121.498921923744
94.457744894	-228.876362670593	-1.64069077183276	110.131368059238
94.462549114	-233.960878577217	-1.66520198275656	98.8713677261364
94.467252604	-238.333814890954	-1.7008657619327	87.8071949598238
94.471854824	-242.274538553918	-1.52100607164004	76.2675901636101
94.480813714	-247.351933469473	-1.67431362907964	57.7080097489713
94.489659964	-251.405991398162	-1.58259167247077	36.1735239421808
94.494055614	-253.204815395945	-1.59248311569729	20.0197877402023
94.502937724	-253.993759139159	-1.68878829214873	0.56292943071571
94.507423154	-253.4874590591	-1.56060880687332	-16.0519762992576
94.511917514	-252.539074581131	-1.78001109836821	-27.1451692501302
94.516494574	-251.034287482107	-1.52936467569713	-38.6710782283124
94.521017724	-248.941721328091	-1.76868008048281	-50.4073822937898
94.525625174	-245.905820024289	-1.51927691100573	-63.5925907035429
94.530308944	-242.753166786584	-1.70802579973028	-74.7261287381764
94.535046384	-238.947819031221	-1.68867716629896	-86.1225354812184
94.539880804	-234.567758227247	-1.44794912485911	-97.4262911155475
94.547348264	-228.056126179451	-1.74088645938487	-111.818476429738
94.555131424	-218.420225610106	-1.5417898278361	-129.63882802388
94.563608074	-206.803419606026	-1.6515960493354	-147.463932976345
94.572069414	-193.113802885881	-1.65458582643912	-164.985843836408
94.578347214	-179.999391506481	-1.59291496908472	-179.20293402194
94.585631294	-167.625674981642	-1.64742678114642	-190.826935482786
94.592391414	-153.695496529648	-1.62719004988013	-202.215345289727
94.596930664	-140.331521654123	-1.54210463356133	-211.708936121843
94.604987284	-126.60403904121	-1.73770249664442	-220.191730646182
94.612841854	-108.726498239051	-1.5277728089797	-229.547864549192
94.617582354	-93.2390311241183	-1.68758427374023	-236.261798323552
94.622177814	-81.819883102016	-1.74084857663772	-240.454709648219
94.631158644	-65.4728049574057	-1.55887630850996	-245.411670282517
94.635643984	-48.8257627018871	-1.78358950509082	-249.256633336583
94.644424964	-29.7233439969147	-1.5943556166931	-252.249835069606
94.653146274	-8.25563292153809	-1.60526195696601	-253.860712337286
94.657609394	8.29016658529426	-1.79246845087383	-253.858344355146
94.662091374	22.31158258956	-1.56181078127019	-253.013346565589
